reduction_rate_mean,reduction_rate_std,rmse_mean,rmse_std,serialized_size_mean,serialized_size_std,baseline_size_mean,size_reduction_%,strategies,serializer,protocol,num_runs,num_samples
79.16000000000001,0.241660919471893,0.09454071654327059,0.017622533875464523,7603.0,92.1455370595885,36502.6,79.17134669859134,AdaptiveSampling,JSON,HTTP,5,1000
95.74,0.20591260281974127,0.0726227153602606,0.0037137993476213833,1553.2,75.95630322757947,36502.6,95.74496063294121,AdaptiveThreshold,JSON,HTTP,5,1000
99.03999999999999,0.20591260281974155,0.10583352746339196,0.022310306527631843,348.8,75.35091240323504,36502.6,99.0444516281032,AdaptiveSampling+AdaptiveThreshold,JSON,HTTP,5,1000
80.0,0.0,,,7303.0,6.723094525588644,36502.6,79.99320596341082,Aggregation+Filtering,JSON,HTTP,5,1000
79.41999999999999,0.22271057451320353,0.0838262900668678,0.01272305816780085,7509.0,78.65621399482689,36502.6,79.42886260156811,Filtering+AdaptiveSampling,JSON,HTTP,5,1000
