reduction_rate_mean,reduction_rate_std,rmse_mean,rmse_std,serialized_size_mean,serialized_size_std,baseline_size_mean,size_reduction_%,strategies,serializer,protocol,num_runs,num_samples
95.74,0.20591260281974127,0.0726227153602606,0.0037137993476213833,1553.2,75.95630322757947,36502.6,95.74496063294121,AdaptiveThreshold,JSON,HTTP,5,1000
95.74,0.20591260281974127,0.0726227153602606,0.0037137993476213833,715.2,35.818431009746924,16723.0,95.72325539675896,AdaptiveThreshold,CBOR,HTTP,5,1000
