mode,reducer,serializer,param_set,run,sensors,timesteps,bytes,baseline_bytes,reduction_pct,rmse_mean,rmse_std,messages,energy_proxy
vectorized,AdaptiveSampling,CBOR,"{""high_thresh"": 0.25, ""low_thresh"": 0.12}",8,8,600,12255,55488,77.91414359861591,0.09728335364674826,0.025670004178043094,1058,65155
vectorized,AdaptiveSampling,JSON,"{""high_thresh"": 0.25, ""low_thresh"": 0.12}",9,8,600,26084,117296,77.76224253171465,0.09948694140067624,0.028281493823285105,1063,79234
vectorized,AdaptiveSampling,CBOR,"{""high_thresh"": 0.25, ""low_thresh"": 0.12}",9,8,600,12311,55488,77.81322087658593,0.09948694140067624,0.028281493823285105,1063,65461
vectorized,AdaptiveSampling,JSON,"{""high_thresh"": 0.25, ""low_thresh"": 0.12}",10,8,600,26282,117296,77.59343882144319,0.1123811868835082,0.03624397028336164,1072,79882
vectorized,AdaptiveSampling,CBOR,"{""high_thresh"": 0.25, ""low_thresh"": 0.12}",10,8,600,12441,55488,77.57893598615917,0.1123811868835082,0.03624397028336164,1072,66041
vectorized,AdaptiveSampling,JSON,"{""high_thresh"": 0.25, ""low_thresh"": 0.12}",11,8,600,25930,117296,77.8935343063702,0.10738574526432924,0.029254653045011854,1057,78780
vectorized,AdaptiveSampling,CBOR,"{""high_thresh"": 0.25, ""low_thresh"": 0.12}",11,8,600,12256,55488,77.9123414071511,0.10738574526432924,0.029254653045011854,1057,65106
vectorized,AdaptiveSampling,JSON,"{""high_thresh"": 0.35, ""low_thresh"": 0.12}",0,8,600,24599,117296,79.0282703587505,0.10858336330610203,0.019584118134385466,1002,74699
vectorized,AdaptiveSampling,CBOR,"{""high_thresh"": 0.35, ""low_thresh"": 0.12}",0,8,600,11633,55488,79.03510668973472,0.10858336330610203,0.019584118134385466,1002,61733
vectorized,AdaptiveSampling,JSON,"{""high_thresh"": 0.35, ""low_thresh"": 0.12}",1,8,600,24445,117296,79.15956213340608,0.08813266741536446,0.018692601149148926,996,74245
vectorized,AdaptiveSampling,CBOR,"{""high_thresh"": 0.35, ""low_thresh"": 0.12}",1,8,600,11564,55488,79.15945790080738,0.08813266741536446,0.018692601149148926,996,61364
vectorized,AdaptiveSampling,JSON,"{""high_thresh"": 0.35, ""low_thresh"": 0.12}",2,8,600,24457,117296,79.14933160551084,0.09678570370517503,0.021554433428827402,998,74357
vectorized,AdaptiveSampling,CBOR,"{""high_thresh"": 0.35, ""low_thresh"": 0.12}",2,8,600,11580,55488,79.13062283737024,0.09678570370517503,0.021554433428827402,998,61480
vectorized,AdaptiveSampling,JSON,"{""high_thresh"": 0.35, ""low_thresh"": 0.12}",3,8,600,25539,117296,78.22687900695676,0.1138902437156902,0.03225604563263491,1040,77539
vectorized,AdaptiveSampling,CBOR,"{""high_thresh"": 0.35, ""low_thresh"": 0.12}",3,8,600,12073,55488,78.24214244521337,0.1138902437156902,0.03225604563263491,1040,64073
vectorized,AdaptiveSampling,JSON,"{""high_thresh"": 0.35, ""low_thresh"": 0.12}",4,8,600,24764,117296,78.88760060019096,0.08819120580019484,0.025983264081385404,1010,75264
vectorized,AdaptiveSampling,CBOR,"{""high_thresh"": 0.35, ""low_thresh"": 0.12}",4,8,600,11732,55488,78.85668973471742,0.08819120580019484,0.025983264081385404,1010,62232
vectorized,AdaptiveSampling,JSON,"{""high_thresh"": 0.35, ""low_thresh"": 0.12}",5,8,600,25007,117296,78.68043241031238,0.10599896931110614,0.0341598593216252,1021,76057
vectorized,AdaptiveSampling,CBOR,"{""high_thresh"": 0.35, ""low_thresh"": 0.12}",5,8,600,11840,55488,78.66205305651673,0.10599896931110614,0.0341598593216252,1021,62890
vectorized,AdaptiveSampling,JSON,"{""high_thresh"": 0.35, ""low_thresh"": 0.12}",6,8,600,24673,117296,78.96518210339653,0.09732824551003635,0.021957078268149233,1005,74923
vectorized,AdaptiveSampling,CBOR,"{""high_thresh"": 0.35, ""low_thresh"": 0.12}",6,8,600,11668,55488,78.97202998846598,0.09732824551003635,0.021957078268149233,1005,61918
vectorized,AdaptiveSampling,JSON,"{""high_thresh"": 0.35, ""low_thresh"": 0.12}",7,8,600,24845,117296,78.8185445368981,0.1057459845057584,0.03118881725570161,1013,75495
vectorized,AdaptiveSampling,CBOR,"{""high_thresh"": 0.35, ""low_thresh"": 0.12}",7,8,600,11750,55488,78.82425028835063,0.1057459845057584,0.03118881725570161,1013,62400
vectorized,AdaptiveSampling,JSON,"{""high_thresh"": 0.35, ""low_thresh"": 0.12}",8,8,600,25125,117296,78.57983221934252,0.0959708617324136,0.02405291768139367,1024,76325
vectorized,AdaptiveSampling,CBOR,"{""high_thresh"": 0.35, ""low_thresh"": 0.12}",8,8,600,11875,55488,78.59897635524798,0.0959708617324136,0.02405291768139367,1024,63075
vectorized,AdaptiveSampling,JSON,"{""high_thresh"": 0.35, ""low_thresh"": 0.12}",9,8,600,24833,117296,78.82877506479335,0.10219179897560494,0.03496279821394542,1013,75483
vectorized,AdaptiveSampling,CBOR,"{""high_thresh"": 0.35, ""low_thresh"": 0.12}",9,8,600,11754,55488,78.81704152249135,0.10219179897560494,0.03496279821394542,1013,62404
vectorized,AdaptiveSampling,JSON,"{""high_thresh"": 0.35, ""low_thresh"": 0.12}",10,8,600,25223,117296,78.49628290819805,0.11303604948087882,0.035151887810183774,1029,76673
vectorized,AdaptiveSampling,CBOR,"{""high_thresh"": 0.35, ""low_thresh"": 0.12}",10,8,600,11941,55488,78.48003171856979,0.11303604948087882,0.035151887810183774,1029,63391
vectorized,AdaptiveSampling,JSON,"{""high_thresh"": 0.35, ""low_thresh"": 0.12}",11,8,600,25475,117296,78.28144182239804,0.11093176470171873,0.029893951623001905,1039,77425
vectorized,AdaptiveSampling,CBOR,"{""high_thresh"": 0.35, ""low_thresh"": 0.12}",11,8,600,12038,55488,78.30521914648212,0.11093176470171873,0.029893951623001905,1039,63988
vectorized,AdaptiveSampling,JSON,"{""high_thresh"": 0.5, ""low_thresh"": 0.12}",0,8,600,24660,117296,78.97626517528305,0.10883569265387619,0.02146936434838161,1004,74860
vectorized,AdaptiveSampling,CBOR,"{""high_thresh"": 0.5, ""low_thresh"": 0.12}",0,8,600,11660,55488,78.98644752018454,0.10883569265387619,0.02146936434838161,1004,61860
vectorized,AdaptiveSampling,JSON,"{""high_thresh"": 0.5, ""low_thresh"": 0.12}",1,8,600,24567,117296,79.05555176647114,0.08858805526086465,0.019152524242892932,1001,74617
vectorized,AdaptiveSampling,CBOR,"{""high_thresh"": 0.5, ""low_thresh"": 0.12}",1,8,600,11624,55488,79.05132641291812,0.08858805526086465,0.019152524242892932,1001,61674
vectorized,AdaptiveSampling,JSON,"{""high_thresh"": 0.5, ""low_thresh"": 0.12}",2,8,600,24369,117296,79.2243554767426,0.09706001615931403,0.02130724841974734,994,74069
vectorized,AdaptiveSampling,CBOR,"{""high_thresh"": 0.5, ""low_thresh"": 0.12}",2,8,600,11534,55488,79.21352364475202,0.09706001615931403,0.02130724841974734,994,61234
vectorized,AdaptiveSampling,JSON,"{""high_thresh"": 0.5, ""low_thresh"": 0.12}",3,8,600,25356,117296,78.38289455735917,0.10877089302071191,0.02905237749803823,1032,76956
vectorized,AdaptiveSampling,CBOR,"{""high_thresh"": 0.5, ""low_thresh"": 0.12}",3,8,600,11980,55488,78.40974625144175,0.10877089302071191,0.02905237749803823,1032,63580
vectorized,AdaptiveSampling,JSON,"{""high_thresh"": 0.5, ""low_thresh"": 0.12}",4,8,600,24703,117296,78.93960578365844,0.09132379844594585,0.029413857623400756,1007,75053
vectorized,AdaptiveSampling,CBOR,"{""high_thresh"": 0.5, ""low_thresh"": 0.12}",4,8,600,11697,55488,78.91976643598616,0.09132379844594585,0.029413857623400756,1007,62047
vectorized,AdaptiveSampling,JSON,"{""high_thresh"": 0.5, ""low_thresh"": 0.12}",5,8,600,24953,117296,78.72646978584095,0.10591771882733048,0.03429677360686976,1019,75903
vectorized,AdaptiveSampling,CBOR,"{""high_thresh"": 0.5, ""low_thresh"": 0.12}",5,8,600,11816,55488,78.70530565167243,0.10591771882733048,0.03429677360686976,1019,62766
vectorized,AdaptiveSampling,JSON,"{""high_thresh"": 0.5, ""low_thresh"": 0.12}",6,8,600,24555,117296,79.06578229436639,0.09765073536591473,0.02219518357569362,1000,74555
